INPUT:previous	INPUT:sentence	INPUT:following	INPUT:quiz_file	INPUT:answer_num	INPUT:question_num	INPUT:sentence_num	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
	In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	artifacts\v6\filtered_pop_quiz_4.json	1	6	0	True				https://platform.toloka.ai/task/41539152/000279d650--6542843827c07f74613b40d9	000279d650--65148990ba0d275c332519c0	000279d650--6542843827c07f74613b40d9	573a555a4d4b7927f34145f5b70787c4	APPROVED	2023-11-01T17:00:40.076
 It houses the cell's genetic material, DNA, and controls the synthesis of proteins and other important molecules	 The nucleus also plays a role in cell division, as it is involved in the replication and distribution of DNA during mitosis and meiosis	 Additionally, the nucleus contains the nucleolus, which is involved in the production of ribosomes	artifacts\v6\filtered_pop_quiz_3.json	7	1	3	True				https://platform.toloka.ai/task/41539152/000279d650--6542843827c07f74613b40d9	000279d650--65148991ba0d275c33251b35	000279d650--6542843827c07f74613b40d9	573a555a4d4b7927f34145f5b70787c4	APPROVED	2023-11-01T17:00:40.076
 Additionally, the nucleus plays a role in cell division by controlling the replication and distribution of DNA during mitosis	 It does not digest or recycle materials (a), organize DNA (b), provide structural support (c), or make lipids or degrade fats (e)		artifacts\v6\filtered_pop_quiz_3.json	0	1	5	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--6542843827c07f74613b40d9	000279d650--65148990ba0d275c33251a06	000279d650--6542843827c07f74613b40d9	573a555a4d4b7927f34145f5b70787c4	APPROVED	2023-11-01T17:00:40.076
 Additionally, the nucleus controls the cell's activities and regulates gene expression	 It does not digest or recycle materials, structurally support the cell, make lipids or degrade fats, or inactivate toxins		artifacts\v6\filtered_pop_quiz_3.json	1	1	4	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--6542843827c07f74613b40d9	000279d650--65148991ba0d275c33251b15	000279d650--6542843827c07f74613b40d9	573a555a4d4b7927f34145f5b70787c4	APPROVED	2023-11-01T17:00:40.076
" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park means ""Forest of sea turtles"" in Spanish"	 The park is located on the country's northeastern coast and is renowned for its significant nesting grounds for several species of sea turtles, including the green sea turtle, hawksbill turtle, and leatherback turtle	 These turtles come ashore to lay their eggs in the sandy beaches of the park, making it a crucial habitat for their conservation	artifacts\v6\filtered_pop_quiz_5.json	2	0	2	True	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--6542843827c07f74613b40d9	000279d650--6514898fba0d275c332518f5	000279d650--6542843827c07f74613b40d9	573a555a4d4b7927f34145f5b70787c4	APPROVED	2023-11-01T17:00:40.076
 These turtles come ashore to lay their eggs on the park's beaches, making it one of the most significant nesting areas in the Western Hemisphere	 The name highlights the park's dedication to the conservation and protection of these magnificent sea creatures		artifacts\v6\filtered_pop_quiz_5.json	6	0	4	True	False			https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--6514898fba0d275c33251936	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
 He was born on February 26, 1967, making him the oldest active professional footballer at the age of 54	 While Malaysia and Ecuador have their own football leagues, the oldest footballer in the world is not currently playing in either of these countries	 Therefore, South Africa is the correct answer	artifacts\v6\filtered_pop_quiz_4.json	0	7	2	False	True			https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148993ba0d275c33251c7d	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	artifacts\v6\filtered_pop_quiz_4.json	3	2	1	True				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148992ba0d275c33251bba	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
	Manchester United beat Villarreal in the 2017 Europa League final		artifacts\v6\filtered_pop_quiz_4.json	5	4	0	False				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148992ba0d275c33251bfa	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
"Argentina has a multi-tier football league system, with the fifth tier being called ""Primera D"	""" In a match between Claypole and Victoriano Arenas on May 1, 2011, a total of 22 red cards were given out"	 This outrageous number of red cards set a new record for the most red cards shown in a single match	artifacts\v6\filtered_pop_quiz_4.json	5	6	1	False				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148993ba0d275c33251c5d	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
 This discovery opened up new opportunities for trade and exploration in the Pacific	 Circumnavigating the globe was accomplished by Ferdinand Magellan in 1522	 The Cape of Good Hope was first navigated by Bartolomeu Dias in 1488, while the Horn of Africa was encountered by Portuguese explorer Vasco da Gama in 1498	artifacts\v6\filtered_pop_quiz_1.json	6	0	3	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148991ba0d275c33251a94	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park translates to ""Forest of sea turtles"" in English"	 This name is fitting because Tortuguero National Park is an important nesting site for several species of sea turtles, including the endangered green sea turtle and the critically endangered hawksbill turtle	 The park's beaches are where these sea turtles come ashore to lay their eggs, making it a vital habitat for their survival	artifacts\v6\filtered_pop_quiz_5.json	3	0	2	False	True			https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--6514898fba0d275c33251907	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
 It contains the cell's DNA which contains instructions for the cell's functioning	 The nucleus also plays a role in the synthesis of RNA and the assembly of ribosomes	 Additionally, the nucleus controls the cell's activities and regulates gene expression	artifacts\v6\filtered_pop_quiz_3.json	1	1	2	False				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148991ba0d275c33251b11	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
	The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park means ""Forest of sea turtles"" in Spanish"	artifacts\v6\filtered_pop_quiz_5.json	0	0	0	True				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148993ba0d275c33251c83	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
 The correct answer is c) 22	 This means that a total of 22 red cards were shown during the match	 This is a very high number of red cards for a single match, especially considering that it was a 5th tier match	artifacts\v6\filtered_pop_quiz_4.json	6	6	2	True				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--6514898fba0d275c332519a6	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
	In 2011, a 5th tier match in Argentina saw a record number of red cards being given out	 The correct option is c) 22	artifacts\v6\filtered_pop_quiz_4.json	1	6	0	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148990ba0d275c332519c0	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
 The Dutch East Indies were a major source of sugar for the United States, and the loss of this supply led to shortages	 To ensure that the available sugar was fairly distributed, the US government implemented a rationing system in 1942, which limited the amount of sugar that could be purchased by individuals and businesses	 Rationing was an important measure during World War II to ensure that essential goods were available for the war effort and to prevent hoarding and price gouging	artifacts\v6\filtered_pop_quiz_2.json	4	1	2	False				https://platform.toloka.ai/task/41539152/000279d650--65433eaa8a4a354640575ba1	000279d650--65148991ba0d275c33251ada	000279d650--65433eaa8a4a354640575ba1	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T06:16:10.686
" ""Tortuguero"" is derived from the Spanish word ""tortuga,"" which means turtle"	 The park is located on the Caribbean coast of Costa Rica and is one of the most important nesting sites for green turtles in the Western Hemisphere	 It is also home to other species of sea turtles, such as hawksbill, loggerhead, and leatherback turtles	artifacts\v6\filtered_pop_quiz_5.json	7	0	3	False				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--6514898fba0d275c332519a8	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 This is an exceptionally high number of red cards for a single match, indicating that the game was particularly aggressive and heated	 The high number of red cards suggests that there were multiple instances of serious foul play or unsportsmanlike behavior by the players involved, leading to their ejection from the match	 Such a high number of red cards is rare and highlights the intensity and physicality of the game in question	artifacts\v6\filtered_pop_quiz_4.json	0	6	2	True				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--6514898fba0d275c3325197e	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 Italy struggled to break down Spain's solid defense and were unable to produce any goals of their own	 With this victory, Spain became the first team to win three consecutive major tournaments (Euro 2008, World Cup 2010, and Euro 2012)		artifacts\v6\filtered_pop_quiz_4.json	1	0	5	False				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148992ba0d275c33251b54	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
Antarctica is technically not classified as a national park in its entirety (option a), but there is at least one national park on the continent (option c)	 The largest national park in Antarctica is the Antarctic Specially Protected Area, which covers an area of about 2	7 million square kilometers	artifacts\v6\filtered_pop_quiz_5.json	0	3	1	True	Nonsense			https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--6514898fba0d275c33251903	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 The high number of red cards suggests that there were multiple instances of serious foul play or unsportsmanlike behavior by the players involved, leading to their ejection from the match	 Such a high number of red cards is rare and highlights the intensity and physicality of the game in question		artifacts\v6\filtered_pop_quiz_4.json	0	6	3	Cannot say	False			https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148993ba0d275c33251c3f	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	6	2	0	True				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148992ba0d275c33251bd2	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 The reason for so many red cards being given out in this particular match is unclear, but it may be attributed to high tension and aggression on the field, resulting in numerous fouls and misconduct	 The referee likely had to take strict action to maintain control over the game and ensure player safety	 The high number of red cards serves as a reminder of the importance of fair play and sportsmanship in football, as well as the consequences that can result from reckless behavior on the field	artifacts\v6\filtered_pop_quiz_4.json	3	6	3	False				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148990ba0d275c33251a32	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
Balboa was the first European to encounter the Pacific Ocean	 In 1513, he crossed the Isthmus of Panama and reached the Pacific Ocean, becoming the first European to see and explore its eastern shores	 This discovery opened up new opportunities for trade and exploration in the Pacific	artifacts\v6\filtered_pop_quiz_1.json	6	0	1	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148990ba0d275c332519fc	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 It is rare to see so many red cards being shown in a single match, as referees usually try to maintain control of the game and keep the number of send-offs to a minimum	 The high number of red cards in this match suggests that there may have been a particularly heated or contentious atmosphere on the field, leading to a breakdown in discipline and an unusually large number of misconduct incidents	 The referee would have had a difficult task in managing such a volatile match and ensuring that the rules of the game were upheld	artifacts\v6\filtered_pop_quiz_4.json	6	6	6	True	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148993ba0d275c33251c6b	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 In 1513, he crossed the Isthmus of Panama and reached the western coast of what is now Panama	 From there, he became the first European to lay eyes on the Pacific Ocean	 This significant achievement opened up new trade routes and expanded European knowledge of the world	artifacts\v6\filtered_pop_quiz_1.json	3	0	2	False				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148990ba0d275c33251a70	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	 This goal surpassed Sir Bobby Charlton's record of 49 goals for England and made Rooney the all-time leading goalscorer for the national team	artifacts\v6\filtered_pop_quiz_4.json	3	2	2	False				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148990ba0d275c332519d8	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
	In 2011, a 5th tier match in Argentina saw a record number of red cards given out, with a total of 22	 This is an unusually high number of red cards for a single match, especially considering that it was a lower-level match	artifacts\v6\filtered_pop_quiz_4.json	3	6	0	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65435411891f1b418894118b	000279d650--65148993ba0d275c33251c51	000279d650--65435411891f1b418894118b	838cca2d5e63ce82a734fa443980201c	APPROVED	2023-11-02T07:47:29.223
	The correct answer is (c) Forest of sea turtles	" The name ""Tortuguero"" in Costa Rica's Tortuguero National Park means ""Forest of sea turtles"" in Spanish"	artifacts\v6\filtered_pop_quiz_5.json	0	0	0	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148993ba0d275c33251c83	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
 The game ended in a 1-1 draw after extra time, and Manchester United won 2-1 in a dramatic penalty shootout	 This victory secured Manchester United's place in the 2017-2018 UEFA Champions League		artifacts\v6\filtered_pop_quiz_4.json	2	4	4	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148992ba0d275c33251bf6	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were also key players in the final, but it was Goetze's goal that made the difference and earned him the prestigious award	artifacts\v6\filtered_pop_quiz_4.json	5	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148992ba0d275c33251b94	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
 The match took place on May 26, 2004, at the Arena AufSchalke in Gelsenkirchen, Germany	 Porto won the match 2-1, with goals from Carlos Alberto and Deco	 This victory marked Porto's second Champions League title in their history, with their first win coming in 1987	artifacts\v6\filtered_pop_quiz_4.json	4	5	2	True	False			https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148993ba0d275c33251c27	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
 This led to a substantial increase in overall indebtedness in the country during that period	 Agricultural declination, hunger, and political fall out were also significant consequences of the Great Depression, but they were not explicitly mentioned in the question		artifacts\v6\filtered_pop_quiz_3.json	3	0	4	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148990ba0d275c332519ea	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
	"
Croatia has a total of 9 national parks"	 These national parks are protected areas that showcase the country's diverse natural beauty	artifacts\v6\filtered_pop_quiz_5.json	0	1	0	True	False			https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--6514898fba0d275c33251932	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
" ""Tortuguero"" is derived from the Spanish word ""tortuga,"" which means turtle"	 The park is located on the Caribbean coast of Costa Rica and is one of the most important nesting sites for green turtles in the Western Hemisphere	 It is also home to other species of sea turtles, such as hawksbill, loggerhead, and leatherback turtles	artifacts\v6\filtered_pop_quiz_5.json	7	0	3	True				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--6514898fba0d275c332519a8	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
"
Croatia has a total of 9 national parks"	 These national parks showcase the country's diverse natural beauty, from the stunning waterfalls of Plitvice Lakes National Park to the rugged mountains of Paklenica National Park	 Each national park offers unique experiences and opportunities for outdoor activities such as hiking, wildlife spotting, and swimming in crystal-clear lakes and rivers	artifacts\v6\filtered_pop_quiz_5.json	1	1	1	True				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148993ba0d275c33251ca7	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
 Mario Goetze won the Man of the Match award in the 2014 World Cup final	 He scored the winning goal for Germany in the 113th minute of the match against Argentina, securing Germany's victory and their fourth World Cup title	 Sergio Aguero, Lionel Messi, and Bastian Schweinsteiger were all players in the final match, but Goetze's goal and overall performance earned him the prestigious Man of the Match award	artifacts\v6\filtered_pop_quiz_4.json	2	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148992ba0d275c33251b82	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
"
Antarctica is technically classified as a national park"	 The entire continent is protected by the Antarctic Treaty System, which designates Antarctica as a natural reserve dedicated to peace and science	 This means that all activities on the continent, including scientific research and tourism, must be conducted in an environmentally responsible manner	artifacts\v6\filtered_pop_quiz_5.json	3	3	1	True	True			https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--6514898fba0d275c33251929	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	6	2	0	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148992ba0d275c33251bd2	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
	"Vince Lombardi, the famous American football coach, is credited with saying, ""People who boast about their IQ are losers"	""" This quote reflects Lombardi's belief in the importance of humility and hard work over simply relying on intellect"	artifacts\v6\filtered_pop_quiz_1.json	0	1	0	True				https://platform.toloka.ai/task/41539152/000279d650--6545094b6fe2796bb32e7ea1	000279d650--65148991ba0d275c33251aa2	000279d650--6545094b6fe2796bb32e7ea1	970088d707a268db09af35c1a5e2886b	APPROVED	2023-11-03T14:52:59.273
"Argentina has a multi-tier football league system, with the fifth tier being called ""Primera D"	""" In a match between Claypole and Victoriano Arenas on May 1, 2011, a total of 22 red cards were given out"	 This outrageous number of red cards set a new record for the most red cards shown in a single match	artifacts\v6\filtered_pop_quiz_4.json	5	6	1	True				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148993ba0d275c33251c5d	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 This is an unusually high number of red cards for a single match, especially considering that it was a lower-level match	 The reason for so many red cards being given out in this particular match is unclear, but it may be attributed to high tension and aggression on the field, resulting in numerous fouls and misconduct	 The referee likely had to take strict action to maintain control over the game and ensure player safety	artifacts\v6\filtered_pop_quiz_4.json	3	6	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--6514898fba0d275c332519a2	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 The game ended in a 1-1 draw after extra time, and Manchester United won 2-1 in a dramatic penalty shootout	 This victory secured Manchester United's place in the 2017-2018 UEFA Champions League		artifacts\v6\filtered_pop_quiz_4.json	2	4	4	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148992ba0d275c33251bf6	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 The Horn of Africa was encountered by Vasco da Gama in 1497	 Therefore, the correct answer is that Balboa was the first European to encounter the Pacific Ocean		artifacts\v6\filtered_pop_quiz_1.json	1	0	6	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--6514898fba0d275c33251992	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 The economic downturn caused a decline in trade and investment, resulting in reduced income and increased unemployment	 As a result, both individuals and the government had to borrow money to sustain their livelihoods and operations	 This led to a substantial increase in overall indebtedness in the country during that period	artifacts\v6\filtered_pop_quiz_3.json	3	0	2	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148991ba0d275c33251af8	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 In the 2014 World Cup final, Germany defeated Argentina 1-0 in extra time	 Mario Goetze scored the winning goal in the 113th minute and was subsequently named the Man of the Match	 His goal was a superb finish, controlling the ball with his chest before volleying it into the net	artifacts\v6\filtered_pop_quiz_4.json	0	1	2	True				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148992ba0d275c33251b72	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
	The correct answer is b) San Marino	 Wayne Rooney broke the England goalscoring record against San Marino	artifacts\v6\filtered_pop_quiz_4.json	5	2	0	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148992ba0d275c33251bc6	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 It is rare to see so many red cards being shown in a single match, as referees usually try to maintain control of the game and keep the number of send-offs to a minimum	 The high number of red cards in this match suggests that there may have been a particularly heated or contentious atmosphere on the field, leading to a breakdown in discipline and an unusually large number of misconduct incidents	 The referee would have had a difficult task in managing such a volatile match and ensuring that the rules of the game were upheld	artifacts\v6\filtered_pop_quiz_4.json	6	6	6	Cannot say	Cannot say			https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148993ba0d275c33251c6b	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 This is an exceptionally high number of red cards, indicating a high level of aggression and misconduct during the game	 The high number of red cards could be attributed to various factors such as intense rivalry between the teams, poor discipline, or controversial refereeing decisions	 Regardless of the reasons, such a high number of red cards is unusual and stands out as a significant event in the history of Argentine football	artifacts\v6\filtered_pop_quiz_4.json	1	6	4	Cannot say	True			https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148993ba0d275c33251c47	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 Wayne Rooney broke the England goalscoring record against San Marino	 On October 9, 2015, Rooney scored his 50th international goal in a European Championship qualifying match against San Marino	 This goal surpassed Sir Bobby Charlton's record of 49 goals for England and made Rooney the all-time leading goalscorer for the national team	artifacts\v6\filtered_pop_quiz_4.json	3	2	2	True				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148990ba0d275c332519d8	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
The correct answer is a) Mario Goetze	 In the 2014 World Cup final between Germany and Argentina, Mario Goetze scored the winning goal in extra time and was awarded the Man of the Match	 His goal in the 113th minute secured Germany's 1-0 victory and their fourth World Cup title	artifacts\v6\filtered_pop_quiz_4.json	5	1	1	Nonsense				https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--65148992ba0d275c33251b92	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 This name is fitting because Tortuguero National Park is an important nesting site for several species of sea turtles, including the endangered green sea turtle and the critically endangered hawksbill turtle	 The park's beaches are where these sea turtles come ashore to lay their eggs, making it a vital habitat for their survival	 Visitors to Tortuguero National Park can witness the incredible spectacle of sea turtles nesting or hatching, contributing to the park's reputation as a prime ecotourism destination in Costa Rica	artifacts\v6\filtered_pop_quiz_5.json	3	0	3	True	True			https://platform.toloka.ai/task/41539152/000279d650--65452e5f6fe2796bb3373e6e	000279d650--6514898fba0d275c33251915	000279d650--65452e5f6fe2796bb3373e6e	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:31:11.719
 This discovery opened up new opportunities for trade and exploration in the Pacific	 Circumnavigating the globe was accomplished by Ferdinand Magellan in 1522	 The Cape of Good Hope was first navigated by Bartolomeu Dias in 1488, while the Horn of Africa was encountered by Portuguese explorer Vasco da Gama in 1498	artifacts\v6\filtered_pop_quiz_1.json	6	0	3	Cannot say				https://platform.toloka.ai/task/41539152/000279d650--654531016fe2796bb337c4cb	000279d650--65148991ba0d275c33251a94	000279d650--654531016fe2796bb337c4cb	f4e1645aa36fd900afe12e5503974f1b	APPROVED	2023-11-03T17:42:25.818
